Strain	Replicate	ABX	ABXConc	DrugX	DrugXConc	normAUC	Exp
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	0	1.0714505307404	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	10	1.02518974940165	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	20	0.490256241465351	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	40	0.0892220719179493	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	80	0.00819880453521993	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	160	0.0121995107021514	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	320	0.00530460456794176	PM
Enterococcus faecalis	1	Erythromycin	0	Benzbromarone	640	0.0154663632809015	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	0	0.00455110110750927	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	10	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	20	0.0162542678988097	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	40	0.008452457679473	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	80	0.0117029862063823	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	160	0.0208532185777144	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	320	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	3.15	Tolfenamic Acid	640	0.0338080248687104	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	0	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	10	0.0104027747956186	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	20	0.00455110110750927	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	40	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	80	0.014303770197746	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	160	0.0117029862063823	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	320	0.00715188509887299	PM
Enterococcus faecalis	1	Erythromycin	2.65	Tolfenamic Acid	640	0.00915308318948837	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	0	0.00130039199568186	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	10	0.00260078399136372	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	20	0.00715188509887299	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	40	0.0189600747722978	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	80	0.008452457679473	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	160	0.0136533033225278	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	320	0.0104025942107004	PM
Enterococcus faecalis	1	Erythromycin	2.15	Tolfenamic Acid	640	0.0244300987907258	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	0	0.0045512816924274	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	10	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	20	0.00260078399136372	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	40	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	80	0.00455110110750927	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	160	0.00715188509887299	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	320	0.00585149310319113	PM
Enterococcus faecalis	1	Erythromycin	1.65	Tolfenamic Acid	640	0.017796781022352	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	0	0.0676198420207018	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	10	0.0593034614269299	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	20	0.0260074787438007	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	40	0.00975284967515482	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	80	0.00715188509887299	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	160	0.00715188509887299	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	320	0.0228080211628782	PM
Enterococcus faecalis	1	Erythromycin	1.15	Tolfenamic Acid	640	0.0168458222430346	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	0	0.338228631296541	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	10	0.306023252464579	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	20	0.219150462282527	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	40	0.142067811880135	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	80	0.035305968697539	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	160	0.0136533033225278	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	320	0.0104027747956186	PM
Enterococcus faecalis	1	Erythromycin	0.65	Tolfenamic Acid	640	0.00774765162563471	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	0	0.809399042404333	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	10	0.795695017933727	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	20	0.73046125673303	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	40	0.658647191425972	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	80	0.464108581819168	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	160	0.250411322849379	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	320	0.00975303026007298	PM
Enterococcus faecalis	1	Erythromycin	0.15	Tolfenamic Acid	640	0.0289632658828241	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	0	1.05085545155631	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	10	1.03972954256944	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	20	1.01300698990043	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	40	0.983407242524609	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	80	0.870620115968023	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	160	0.647432398066238	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	320	0.256948409284026	PM
Enterococcus faecalis	1	Erythromycin	0	Tolfenamic Acid	640	0.368528011141099	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	0	0.00361239290052679	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	2.5	0.0225788351700889	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	5	0.0099349583666828	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	10	0.0198699167333656	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	20	0.0144500732536695	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	40	0.00722578910417827	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	80	0.0144505749052319	PM
Enterococcus faecium	2	Erythromycin	3.15	Dicumarol	160	0.0117411548169462	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	0	0.0108376803531427	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	2.5	0.00812826026485705	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	5	0.0180632186315399	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	10	0.0144505749052319	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	20	0.0162567713554953	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	40	0.00993495836668279	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	80	0.00812826026485705	PM
Enterococcus faecium	2	Erythromycin	2.65	Dicumarol	160	0.0135984078074256	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	0	0.0099349583666828	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	2.5	0.00993445671512045	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	5	0.0162570221812765	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	10	0.00812901274220056	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	20	0.0117411548169462	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	40	0.00812826026485705	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	80	0.0117411548169462	PM
Enterococcus faecium	2	Erythromycin	2.15	Dicumarol	160	0.0117411548169462	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	0	0.0225788351700889	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	2.5	0.0144505749052319	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	5	0.0181307068770634	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	10	0.0144505749052319	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	20	0.0162570221812765	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	40	0.0117411548169462	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	80	0.0180632186315398	PM
Enterococcus faecium	2	Erythromycin	1.65	Dicumarol	160	0.0162567713554953	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	0	0.0126443784549685	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	2.5	0.0234820588081112	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	5	0.0144554274783053	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	10	0.00993445671512045	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	20	0.00632181298881248	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	40	0.00632206381459366	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	80	0.00812826026485706	PM
Enterococcus faecium	2	Erythromycin	1.15	Dicumarol	160	0.0135523710038318	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	0	0.0596260538758725	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	2.5	0.0795004854732991	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	5	0.0794987296928309	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	10	0.0560124068464399	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	20	0.0460907579002762	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	40	0.0234883294526404	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	80	0.0198726758169584	PM
Enterococcus faecium	2	Erythromycin	0.65	Dicumarol	160	0.00361239290052679	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	0	0.91844007432248	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	2.5	0.891606391141234	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	5	0.87159068750278	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	10	0.823858849296596	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	20	0.788629114201228	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	40	0.676619099229437	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	80	0.467044376849682	PM
Enterococcus faecium	2	Erythromycin	0.15	Dicumarol	160	0.182481775625804	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	0	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	2.5	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	5	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	10	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	20	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	40	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	80	1.02981465730551	PM
Enterococcus faecium	2	Erythromycin	0	Dicumarol	160	0.599176651722875	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	0	0.00649863843637709	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	10	0.00835565008620548	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	20	0.00185675383896489	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	40	0.00185675383896488	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	80	0.0139259116031001	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	160	0.0120688999532717	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	320	0.0204245500394772	PM
Enterococcus faecium	2	Erythromycin	3.15	Benzbromarone	640	0.0194961731199947	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	0	0.0167110423615474	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	10	0.0148542885225826	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	20	0.0167110423615474	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	40	0.0120691577641352	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	80	0.0129975346836177	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	160	0.0139259116031001	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	320	0.0139256537922366	PM
Enterococcus faecium	2	Erythromycin	2.65	Benzbromarone	640	0.0373659187890512	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	0	0.0167110423615474	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	10	0	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	20	0.0224964507947141	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	40	0.00649915405810412	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	80	0.0120691577641352	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	160	0.0204245500394772	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	320	0.0102121461143068	PM
Enterococcus faecium	2	Erythromycin	2.15	Benzbromarone	640	0.0161584479384804	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	0	0.00835539227534196	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	10	0.0148542885225826	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	20	0.0204266125263853	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	40	0.0102124039251704	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	80	0.00371350767792975	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	160	0.0102121461143068	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	320	0.0139256537922366	PM
Enterococcus faecium	2	Erythromycin	1.65	Benzbromarone	640	0.0157824076312015	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	0	0.00649863843637709	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	10	0.0167110423615474	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	20	0.0204245500394772	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	40	0.00371350767792975	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	80	0.014854030711719	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	160	0.0222813038784421	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	320	0.0139256537922366	PM
Enterococcus faecium	2	Erythromycin	1.15	Benzbromarone	640	0.0204797793762426	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	0	0.0315717761557177	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	10	0.00649966967983112	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	20	0.0102129195468974	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	40	0.00557026151689464	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	80	0.0392330992969694	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	160	0.0120688999532717	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	320	0.0121016878132343	PM
Enterococcus faecium	2	Erythromycin	0.65	Benzbromarone	640	0.0204242922286137	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	0	0.906826752140992	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	10	0.532976265287379	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	20	0.242347110101352	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	40	0.0353798516249599	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	80	0.0102121461143068	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	160	0.015782665442065	PM
Enterococcus faecium	2	Erythromycin	0.15	Benzbromarone	640	0.0139634859383472	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	0	1.1	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	10	0.935173647932495	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	20	0.564542111793236	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	40	0.210775076134771	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	80	0.0325861203922335	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	160	0.00371350767792975	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	320	0.0204245500394772	PM
Enterococcus faecium	2	Erythromycin	0	Benzbromarone	640	0.0176394192810299	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	0	0.00534286869979932	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	2.5	0.0142486391488607	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	5	0.0115780704213491	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	10	0.0133590266546156	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	20	0.0358088612727174	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	40	0.0178115408981228	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	80	0.0160305846648564	PM
Enterococcus faecalis	2	Erythromycin	3.15	Dicumarol	160	0.022264797103677	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	0	0.0160305846648564	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	2.5	0.0115770811386199	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	5	0.00801442671004014	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	10	0.0133580373718864	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	20	0.0243308518336255	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	40	0.0178115408981228	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	80	0.0880554230144218	PM
Enterococcus faecalis	2	Erythromycin	2.65	Dicumarol	160	0.0240930910665216	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	0	0.0133590266546156	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	2.5	0.0133580373718864	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	5	0.0160305846648564	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	10	0.0115780704213491	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	20	0.0160305846648564	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	40	0.00534286869979932	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	80	0.0152183682530658	PM
Enterococcus faecalis	2	Erythromycin	2.15	Dicumarol	160	0.00979612490535348	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	0	0.0240440220921673	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	2.5	0.0124679302362766	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	5	0.00801442671004014	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	10	0.0124669409535474	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	20	0.00979538294330658	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	40	0.0222645497829947	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	80	0.00979612490535348	PM
Enterococcus faecalis	2	Erythromycin	1.65	Dicumarol	160	0.0115780704213491	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	0	0.0213798837023956	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	2.5	0.0314442140921896	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	5	0.0311797184179836	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	10	0.030288869320327	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	20	0.0178162399910866	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	40	0.006233717797456	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	80	0.00801442671004013	PM
Enterococcus faecalis	2	Erythromycin	1.15	Dicumarol	160	0.00979538294330658	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	0	0.239645826890114	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	2.5	0.249445908926385	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	5	0.265946967935122	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	10	0.231808882427881	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	20	0.164812524121495	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	40	0.0846326428428425	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	80	0.0338525130316359	PM
Enterococcus faecalis	2	Erythromycin	0.65	Dicumarol	160	0.00979538294330657	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	0	0.743813692508026	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	2.5	0.710917860225975	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	5	0.676174992738047	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	10	0.658355784898773	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	20	0.588870049922916	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	40	0.471275495825413	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	80	0.310636950050075	PM
Enterococcus faecalis	2	Erythromycin	0.15	Dicumarol	160	0.114922254125216	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	0	1.1	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	2.5	1.1	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	5	1.1	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	10	1.1	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	20	1.1	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	40	1.01916376672862	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	80	0.982692303581767	PM
Enterococcus faecalis	2	Erythromycin	0	Dicumarol	160	0.671120867500312	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	0	0.00771651658417413	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	10	0.00992145426093573	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	20	0.00496072713046787	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	40	0.0121263919376973	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	80	0.00992160731783402	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	160	0.012126238880799	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	320	0.00716535869343288	PM
Enterococcus faecalis	2	Erythromycin	3.15	Benzbromarone	640	0.0303201123804972	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	0	0.0159848032866827	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	10	0.0132290138329764	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	20	0.0132290138329764	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	40	0.0159846502297844	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	80	0.00716535869343287	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	160	0.012126238880799	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	320	0.0159914165616202	PM
Enterococcus faecalis	2	Erythromycin	2.65	Benzbromarone	640	0.00827109499898539	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	0	0.00606304291195037	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	10	0.00606304291195037	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	20	0.0110242292131131	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	40	0.00716535869343287	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	80	0.0143313296144589	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	160	0.0110239230993165	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	320	0.0121265449945956	PM
Enterococcus faecalis	2	Erythromycin	2.15	Benzbromarone	640	0.0265563873804188	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	0	0.0159914165616202	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	10	0.0121265449945956	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	20	0.0099217603747323	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	40	0.0121265449945956	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	80	0.0110239230993165	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	160	0.0231506211508104	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	320	0.0121265449945956	PM
Enterococcus faecalis	2	Erythromycin	1.65	Benzbromarone	640	0.0219277284200906	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	0	0.00771651658417407	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	10	0.00992525275069391	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	20	0.0299695551072559	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	40	0.00992114814713914	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	80	0.0159848032866827	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	160	0.0148824875052002	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	320	0.00716535869343288	PM
Enterococcus faecalis	2	Erythromycin	1.15	Benzbromarone	640	0.00826767447491538	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	0	0.216638723578935	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	10	0.00882263403644292	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	20	0.00992160731783402	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	40	0.0171491536320928	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	80	0.0236143206375189	PM
