DrugX	DrugXConc	ABX	ABXConc	Strain	Replicate	normAUC	Exp	Strain_name
Tiratricol	80	Doxycycline	0.12	NT5002	2	0.25196722894949763	LM18-42	B. uniformis
Tiratricol	40	Doxycycline	0.12	NT5002	2	0.24999649769235283	LM18-42	B. uniformis
Tiratricol	20	Doxycycline	0.12	NT5002	2	0.2624757811786708	LM18-42	B. uniformis
Tiratricol	10	Doxycycline	0.12	NT5002	2	0.2777465924101478	LM18-42	B. uniformis
Tiratricol	5	Doxycycline	0.12	NT5002	2	0.27784585405100076	LM18-42	B. uniformis
Dicumarol	10	Erythromycin	3.15	NT5001	1	0.009504678221647793	LM18-42	B. vulgatus
Tiratricol	0	Doxycycline	0.12	NT5002	2	0.27597323042199834	LM18-42	B. uniformis
Tiratricol	320	Doxycycline	0.16	NT5002	2	0.01071090993459764	LM18-42	B. uniformis
Tiratricol	160	Doxycycline	0.16	NT5002	2	0.026834486233511878	LM18-42	B. uniformis
Tiratricol	80	Doxycycline	0.16	NT5002	2	0.2495476260158942	LM18-42	B. uniformis
Tiratricol	40	Doxycycline	0.16	NT5002	2	0.2612317887168635	LM18-42	B. uniformis
Tiratricol	20	Doxycycline	0.16	NT5002	2	0.27329447606753804	LM18-42	B. uniformis
Dicumarol	5	Erythromycin	3.15	NT5001	1	0.01081579833542382	LM18-42	B. vulgatus
Tiratricol	10	Doxycycline	0.16	NT5002	2	0.2748464887951648	LM18-42	B. uniformis
Tiratricol	5	Doxycycline	0.16	NT5002	2	0.2751767730974527	LM18-42	B. uniformis
Tiratricol	0	Doxycycline	0.16	NT5002	2	0.2827580787052835	LM18-42	B. uniformis
Tiratricol	320	Doxycycline	0.2	NT5002	2	0.008945189072127557	LM18-42	B. uniformis
Tiratricol	160	Doxycycline	0.2	NT5002	2	0.014241241339367485	LM18-42	B. uniformis
Tiratricol	80	Doxycycline	0.2	NT5002	2	0.2533326037468142	LM18-42	B. uniformis
Dicumarol	2.5	Erythromycin	3.15	NT5001	1	0.010815798335423859	LM18-42	B. vulgatus
Tiratricol	40	Doxycycline	0.2	NT5002	2	0.26830488102270433	LM18-42	B. uniformis
Tiratricol	20	Doxycycline	0.2	NT5002	2	0.26986249071519824	LM18-42	B. uniformis
Tiratricol	10	Doxycycline	0.2	NT5002	2	0.25861416642460316	LM18-42	B. uniformis
Tiratricol	5	Doxycycline	0.2	NT5002	2	0.2628405649320076	LM18-42	B. uniformis
Tiratricol	0	Doxycycline	0.2	NT5002	2	0.2797626187754817	LM18-42	B. uniformis
Tiratricol	320	Doxycycline	0.24	NT5002	2	0.0061205900600067795	LM18-42	B. uniformis
Tolfenamic acid	40	Erythromycin	0.15	NT5001	1	0.7248200016494247	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	3.15	NT5001	1	0.013536111141097198	LM18-42	B. vulgatus
Tiratricol	160	Doxycycline	0.24	NT5002	2	0.030600563524772955	LM18-42	B. uniformis
Tiratricol	80	Doxycycline	0.24	NT5002	2	0.25441244431336896	LM18-42	B. uniformis
Tiratricol	40	Doxycycline	0.24	NT5002	2	0.2519759783240129	LM18-42	B. uniformis
Tiratricol	20	Doxycycline	0.24	NT5002	2	0.26065583217345517	LM18-42	B. uniformis
Tiratricol	10	Doxycycline	0.24	NT5002	2	0.2571737608211534	LM18-42	B. uniformis
Tiratricol	5	Doxycycline	0.24	NT5002	2	0.2569765689045786	LM18-42	B. uniformis
Tiratricol	0	Doxycycline	0.24	NT5002	2	0.2785276216330345	LM18-42	B. uniformis
Tiratricol	320	Doxycycline	0.28	NT5002	2	0.0068269112634668245	LM18-42	B. uniformis
Tiratricol	160	Doxycycline	0.28	NT5002	2	0.022715135210267724	LM18-42	B. uniformis
Tiratricol	80	Doxycycline	0.28	NT5002	2	0.2282651103262006	LM18-42	B. uniformis
Tiratricol	40	Doxycycline	0.28	NT5002	2	0.2359056497310835	LM18-42	B. uniformis
Tiratricol	20	Doxycycline	0.28	NT5002	2	0.25131880803357665	LM18-42	B. uniformis
Tiratricol	10	Doxycycline	0.28	NT5002	2	0.24697725051713984	LM18-42	B. uniformis
Tiratricol	5	Doxycycline	0.28	NT5002	2	0.26044267832547946	LM18-42	B. uniformis
Tiratricol	0	Doxycycline	0.28	NT5002	2	0.27757284044211433	LM18-42	B. uniformis
Tolfenamic acid	640	Erythromycin	0	NT5001	3	0.018948802753280612	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	0	NT5001	3	0.009135228363697193	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	0	NT5001	3	0.15386963919814586	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	0	NT5001	3	0.647744245093273	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	0	NT5001	3	0.7841778767918649	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	0	NT5001	3	0.9095678911514267	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	0	NT5001	3	0.969352880891419	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	0	NT5001	3	0.9767023677969978	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	0.15	NT5001	3	0.008183520233698236	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	0.15	NT5001	3	0.007000278168691409	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	0.15	NT5001	3	0.16643150196639825	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	0.15	NT5001	3	0.556525709195097	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	0.15	NT5001	3	0.7813451200214222	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	0.15	NT5001	3	0.904231921213567	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	0.15	NT5001	3	0.95532525112225	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	0.15	NT5001	3	0.9038442332706301	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	0.65	NT5001	3	0.04949324259116409	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	0.65	NT5001	3	0.04824780283114874	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	0.65	NT5001	3	0.1025423825356561	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	0.65	NT5001	3	0.4288149728749652	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	0.65	NT5001	3	0.5611705905459519	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	0.65	NT5001	3	0.4963725870813961	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	0.65	NT5001	3	0.0770143918130231	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	0.65	NT5001	3	0.019501064087534454	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	1.15	NT5001	3	0.05464149119920217	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	1.15	NT5001	3	0.06277914591221284	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	1.15	NT5001	3	0.06640154291583301	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	1.15	NT5001	3	0.08736128018930728	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	1.15	NT5001	3	0.11623931302091853	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	1.15	NT5001	3	0.06970069733728339	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	1.15	NT5001	3	0.05460555631295066	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	1.15	NT5001	3	0.03765118819590936	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	1.65	NT5001	3	0.052560367932645104	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	1.65	NT5001	3	0.06111827487622651	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	1.65	NT5001	3	0.06140680055995839	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	1.65	NT5001	3	0.0714762437505882	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	1.65	NT5001	3	0.06760452686070385	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	1.65	NT5001	3	0.06401399330559127	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	1.65	NT5001	3	0.05622542109613313	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	1.65	NT5001	3	0.03972615671921861	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	2.15	NT5001	3	0.05341709101637602	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	2.15	NT5001	3	0.044842043124973224	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	2.15	NT5001	3	0.05798254256858757	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	2.15	NT5001	3	0.09087217882224921	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	2.15	NT5001	3	0.0611187802925416	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	2.15	NT5001	3	0.07157196047916235	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	2.15	NT5001	3	0.05093515043188883	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	2.15	NT5001	3	0.041188976583016214	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	2.65	NT5001	3	0.037038617019775344	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	2.65	NT5001	3	0.02325205861515103	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	2.65	NT5001	3	0.027948358711598623	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	2.65	NT5001	3	0.04367181395631858	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	2.65	NT5001	3	0.04866102989660215	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	0.15	NT5001	1	0.8644195789159201	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	2.65	NT5001	3	0.05148414773890452	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	2.65	NT5001	3	0.03559492092753915	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	2.65	NT5001	3	0.025909628412815085	LM18-42	B. vulgatus
Tolfenamic acid	640	Erythromycin	3.15	NT5001	3	0.017208627786940652	LM18-42	B. vulgatus
Tolfenamic acid	320	Erythromycin	3.15	NT5001	3	0.010131282942505888	LM18-42	B. vulgatus
Tolfenamic acid	160	Erythromycin	3.15	NT5001	3	0.01820442029208939	LM18-42	B. vulgatus
Tolfenamic acid	80	Erythromycin	3.15	NT5001	3	0.014113917555603008	LM18-42	B. vulgatus
Tolfenamic acid	40	Erythromycin	3.15	NT5001	3	0.01827050637779295	LM18-42	B. vulgatus
Tolfenamic acid	20	Erythromycin	3.15	NT5001	3	0.025981266401961255	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	3.15	NT5001	3	0.02417524778604552	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	3.15	NT5001	3	0.02150088115995097	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	0	NT5001	3	0.007411818056481998	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	0	NT5001	3	0.028094333872424358	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	0	NT5001	3	0.5067982827325823	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	0	NT5001	3	0.8338910088597142	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	0	NT5001	3	0.9409216750496618	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	0	NT5001	3	0.96384809019247	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	0	NT5001	3	0.965990066362228	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	0	NT5001	3	0.9687668367245496	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	0.15	NT5001	3	0.013670567862466627	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	0.15	NT5001	3	0.023550358115178215	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	0.15	NT5001	3	0.4522842979685363	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	0.15	NT5001	3	0.798350133669243	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	0.15	NT5001	3	0.887666142193835	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	0.15	NT5001	3	0.9200410561595664	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	0.15	NT5001	3	0.9169127769675794	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	0.15	NT5001	3	0.8499805665615396	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	0.65	NT5001	3	0.012023547387940385	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	0.65	NT5001	3	0.016633540652588152	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	0.65	NT5001	3	0.4120937966112994	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	0.65	NT5001	3	0.6881442260598579	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	0.65	NT5001	3	0.6353355844520403	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	0.65	NT5001	3	0.34307212952269767	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	0.65	NT5001	3	0.04397539915034298	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	0.65	NT5001	3	0.018282249112447194	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	1.15	NT5001	3	0.017952782927022168	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	1.15	NT5001	3	0.011857922961995695	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	1.15	NT5001	3	0.26385097351019615	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	1.15	NT5001	3	0.25231905952741823	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	1.15	NT5001	3	0.035081684626918776	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	1.15	NT5001	3	0.023058642816141704	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	1.15	NT5001	3	0.021576425855797946	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	1.15	NT5001	3	0.015328369769910604	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	1.65	NT5001	3	0.012188121084366586	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	1.65	NT5001	3	9.881754874953394e-4	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	1.65	NT5001	3	0.04436678030560006	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	1.65	NT5001	3	0.019993217225435157	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	1.65	NT5001	3	0.015152737564494971	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	1.65	NT5001	3	0.015317676872811064	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	1.65	NT5001	3	0.014242475923077444	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	1.65	NT5001	3	0.017129317589077663	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	2.15	NT5001	3	0.00625861181636686	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	2.15	NT5001	3	0.002964754030254077	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	2.15	NT5001	3	0.012535886397373918	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	2.15	NT5001	3	0.01268234489699221	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	2.15	NT5001	3	0.015317676872811074	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	2.15	NT5001	3	0.011900124787785592	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	2.15	NT5001	3	0.013690701490074043	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	2.15	NT5001	3	0.014164609500474365	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	2.65	NT5001	3	0.007741057936134572	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	2.65	NT5001	3	0.0054870970921421435	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	2.65	NT5001	3	0.008812472609297552	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	2.65	NT5001	3	0.009613324106519485	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	2.65	NT5001	3	0.012023545906445558	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	2.65	NT5001	3	0.014875098316429457	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	2.65	NT5001	3	0.015976476686684803	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	2.65	NT5001	3	0.017294120170265936	LM18-42	B. vulgatus
Tolfenamic acid	10	Erythromycin	0.15	NT5001	1	0.7971078342634585	LM18-42	B. vulgatus
Dicumarol	160	Erythromycin	3.15	NT5001	3	0.005950038985189875	LM18-42	B. vulgatus
Dicumarol	80	Erythromycin	3.15	NT5001	3	0.008729323221443942	LM18-42	B. vulgatus
Dicumarol	40	Erythromycin	3.15	NT5001	3	0.014299938968262252	LM18-42	B. vulgatus
Dicumarol	20	Erythromycin	3.15	NT5001	3	0.012420612969094726	LM18-42	B. vulgatus
Dicumarol	10	Erythromycin	3.15	NT5001	3	0.014988209535386945	LM18-42	B. vulgatus
Dicumarol	5	Erythromycin	3.15	NT5001	3	0.018117629200037653	LM18-42	B. vulgatus
Dicumarol	2.5	Erythromycin	3.15	NT5001	3	0.02276283615678181	LM18-42	B. vulgatus
Dicumarol	0	Erythromycin	3.15	NT5001	3	0.01811762936470307	LM18-42	B. vulgatus
Tolfenamic acid	0	Erythromycin	0.15	NT5001	1	0.8222913010244903	LM18-42	B. vulgatus
Hexestrol	160	Erythromycin	0	NT5002	3	0.005456752091181743	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	0	NT5002	3	0.00855399470016924	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	0	NT5002	3	0.01739454947679815	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	0	NT5002	3	0.596506742291994	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	0	NT5002	3	0.8819403803019343	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	0	NT5002	3	0.9420089541303772	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	0	NT5002	3	0.921767790258072	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	0	NT5002	3	0.9739013878575479	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	0.15	NT5002	3	0.009663130500767357	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	0.15	NT5002	3	0.016256915982289694	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	0.15	NT5002	3	0.01739448677640459	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	0.15	NT5002	3	0.5566796766932322	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	0.15	NT5002	3	0.8166923049876368	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	0.15	NT5002	3	0.8686821112872544	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	0.15	NT5002	3	0.7702307482719901	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	0.15	NT5002	3	0.9117749430630615	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	0.65	NT5002	3	0.009549442118832407	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	0.65	NT5002	3	0.014324258422170473	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	0.65	NT5002	3	0.03842761881295999	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	0.65	NT5002	3	0.5095819473507961	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	0.65	NT5002	3	0.6238800336338988	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	0.65	NT5002	3	0.07139869692435791	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	0.65	NT5002	3	0.02703071883817597	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	0.65	NT5002	3	0.029244452112002422	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	1.15	NT5002	3	0.00852622103345817	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	1.15	NT5002	3	0.01352857196877494	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	1.15	NT5002	3	0.009040900742964257	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	1.15	NT5002	3	0.13468881566143573	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	1.15	NT5002	3	0.08003640596975821	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	1.15	NT5002	3	0.03444407025601958	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	1.15	NT5002	3	0.022204875523771234	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	1.15	NT5002	3	0.01957688373866149	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	1.65	NT5002	3	0.011254724657997095	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	1.65	NT5002	3	0.01352857087006212	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	1.65	NT5002	3	0.013451543891959508	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	1.65	NT5002	3	0.02809850454440777	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	1.65	NT5002	3	0.03399209814450228	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	1.65	NT5002	3	0.03456050288842836	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	1.65	NT5002	3	0.0122780094291627	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	1.65	NT5002	3	0.02555651909059957	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	2.15	NT5002	3	0.005797878080695112	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	2.15	NT5002	3	0.010800005568147579	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	2.15	NT5002	3	0.01443843355927807	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	2.15	NT5002	3	0.024599904354080143	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	2.15	NT5002	3	0.02628614791766497	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	2.15	NT5002	3	0.022847108600882203	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	2.15	NT5002	3	0.010572630812693426	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	2.15	NT5002	3	0.027398307889199433	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	2.65	NT5002	3	0.00784416011021417	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	2.65	NT5002	3	0.014665415742900085	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	2.65	NT5002	3	0.015764374453518304	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	2.65	NT5002	3	0.022769171624154472	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	2.65	NT5002	3	0.026845298894985933	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	2.65	NT5002	3	0.027942930686723034	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	2.65	NT5002	3	0.012278358932885423	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	2.65	NT5002	3	0.0273291237638982	LM18-42	B. uniformis
Hexestrol	160	Erythromycin	3.15	NT5002	3	0.005797783291567908	LM18-42	B. uniformis
Hexestrol	80	Erythromycin	3.15	NT5002	3	0.011937007589651783	LM18-42	B. uniformis
Hexestrol	40	Erythromycin	3.15	NT5002	3	0.01633562717526209	LM18-42	B. uniformis
Hexestrol	20	Erythromycin	3.15	NT5002	3	0.02490867689386723	LM18-42	B. uniformis
Hexestrol	10	Erythromycin	3.15	NT5002	3	0.027778435833898968	LM18-42	B. uniformis
Hexestrol	5	Erythromycin	3.15	NT5002	3	0.025172073126471534	LM18-42	B. uniformis
Hexestrol	2.5	Erythromycin	3.15	NT5002	3	0.019826283685332766	LM18-42	B. uniformis
Hexestrol	0	Erythromycin	3.15	NT5002	3	0.03342368889218253	LM18-42	B. uniformis
Lorglumide sodium salt	160	Erythromycin	0	NT5002	3	0.982001909037674	LM18-42	B. uniformis
Lorglumide sodium salt	80	Erythromycin	0	NT5002	3	0.9327395255935635	LM18-42	B. uniformis
Lorglumide sodium salt	40	Erythromycin	0	NT5002	3	0.9359761971741164	LM18-42	B. uniformis
Lorglumide sodium salt	20	Erythromycin	0	NT5002	3	0.9749209997802453	LM18-42	B. uniformis
Lorglumide sodium salt	10	Erythromycin	0	NT5002	3	0.9843620591517934	LM18-42	B. uniformis
Lorglumide sodium salt	5	Erythromycin	0	NT5002	3	0.9979336442861584	LM18-42	B. uniformis
Lorglumide sodium salt	2.5	Erythromycin	0	NT5002	3	0.9808216166949354	LM18-42	B. uniformis
Lorglumide sodium salt	0	Erythromycin	0	NT5002	3	1.001119590751356	LM18-42	B. uniformis
Lorglumide sodium salt	160	Erythromycin	0.15	NT5002	3	0.9774039968601699	LM18-42	B. uniformis
Lorglumide sodium salt	80	Erythromycin	0.15	NT5002	3	0.9123135584251059	LM18-42	B. uniformis
Lorglumide sodium salt	40	Erythromycin	0.15	NT5002	3	0.8900691914497895	LM18-42	B. uniformis
Lorglumide sodium salt	20	Erythromycin	0.15	NT5002	3	0.8971501899026485	LM18-42	B. uniformis
Lorglumide sodium salt	10	Erythromycin	0.15	NT5002	3	0.9148975780506851	LM18-42	B. uniformis
Lorglumide sodium salt	5	Erythromycin	0.15	NT5002	3	0.9405798460584754	LM18-42	B. uniformis
Lorglumide sodium salt	2.5	Erythromycin	0.15	NT5002	3	0.8841694837137687	LM18-42	B. uniformis
Lorglumide sodium salt	0	Erythromycin	0.15	NT5002	3	0.9534813080983375	LM18-42	B. uniformis
Lorglumide sodium salt	160	Erythromycin	0.65	NT5002	3	0.8072849861919628	LM18-42	B. uniformis
Lorglumide sodium salt	80	Erythromycin	0.65	NT5002	3	0.6558309728275101	LM18-42	B. uniformis
Lorglumide sodium salt	40	Erythromycin	0.65	NT5002	3	0.5850195116770547	LM18-42	B. uniformis
Lorglumide sodium salt	20	Erythromycin	0.65	NT5002	3	0.4347700053192621	LM18-42	B. uniformis
Lorglumide sodium salt	10	Erythromycin	0.65	NT5002	3	0.2630437257219183	LM18-42	B. uniformis
Lorglumide sodium salt	5	Erythromycin	0.65	NT5002	3	0.09510075139150563	LM18-42	B. uniformis
Lorglumide sodium salt	2.5	Erythromycin	0.65	NT5002	3	0.015695970644581052	LM18-42	B. uniformis
Lorglumide sodium salt	0	Erythromycin	0.65	NT5002	3	0.030683678402833398	LM18-42	B. uniformis
Lorglumide sodium salt	160	Erythromycin	1.15	NT5002	3	0.057332908275910234	LM18-42	B. uniformis
Lorglumide sodium salt	80	Erythromycin	1.15	NT5002	3	0.03513805071758123	LM18-42	B. uniformis
Lorglumide sodium salt	40	Erythromycin	1.15	NT5002	3	0.03481427920297623	LM18-42	B. uniformis
Lorglumide sodium salt	20	Erythromycin	1.15	NT5002	3	0.031037761728489374	LM18-42	B. uniformis
Lorglumide sodium salt	10	Erythromycin	1.15	NT5002	3	0.029267519715370127	LM18-42	B. uniformis
Lorglumide sodium salt	5	Erythromycin	1.15	NT5002	3	0.02847092535156969	LM18-42	B. uniformis
Lorglumide sodium salt	2.5	Erythromycin	1.15	NT5002	3	0.020416444976523153	LM18-42	B. uniformis
Lorglumide sodium salt	0	Erythromycin	1.15	NT5002	3	0.03174578943486043	LM18-42	B. uniformis
Lorglumide sodium salt	160	Erythromycin	1.65	NT5002	3	0.02783374581609415	LM18-42	B. uniformis
Lorglumide sodium salt	80	Erythromycin	1.65	NT5002	3	0.03553991703480695	LM18-42	B. uniformis
Lorglumide sodium salt	40	Erythromycin	1.65	NT5002	3	0.03181407307795889	LM18-42	B. uniformis
Lorglumide sodium salt	20	Erythromycin	1.65	NT5002	3	0.027748880918269568	LM18-42	B. uniformis
