NCBI_id	mOTU	average_log_rel_ab	prevalence	average_rel_ab	median_rel_ab	median_log_rel_ab
-	unknown Clostridiales [meta_mOTU_v2_6190]	-4.36292324057721	0.386543535620053	0.000291088667116646	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6760]	-4.36652407351947	0.352242744063325	0.000618551814750481	0	-5
-	unknown Acinetobacter [meta_mOTU_v2_7007]	-4.37244715836356	0.278364116094987	0.00176911475086701	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7717]	-4.37577737423135	0.331134564643799	0.000943153282280804	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7281]	-4.37910877043652	0.432717678100264	0.000180073536225749	0	-5
-	unknown Eubacterium [meta_mOTU_v2_7687]	-4.3794090985506	0.343007915567282	0.000464594591021737	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6926]	-4.38062437406721	0.382585751978892	0.000322701562213513	0	-5
1501391.PRJNA260683	Alistipes inops [ref_mOTU_v2_3597]	-4.3855880906785	0.294195250659631	0.000918018722411011	0	-5
-	Ruminococcus sp. CAG:254 [meta_mOTU_v2_5967]	-4.39177078044167	0.274406332453826	0.00101845771024611	0	-5
-	unknown Anaeromassilibacillus [meta_mOTU_v2_5656]	-4.39394310464927	0.414248021108179	0.000178040978750773	0	-5
-	unknown Clostridium [meta_mOTU_v2_5331]	-4.3972499502438	0.306068601583113	0.000557738221694406	0	-5
-	uncultured Clostridium sp. [meta_mOTU_v2_6381]	-4.39899717958504	0.383905013192612	0.000254984877064483	0	-5
-	unknown Clostridium [meta_mOTU_v2_5983]	-4.40042375667659	0.349604221635884	0.000443748559858736	0	-5
-	Faecalibacterium prausnitzii [meta_mOTU_v2_7154]	-4.40290376801703	0.352242744063325	0.000298802317792605	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7158]	-4.40776564245851	0.273087071240106	0.00174636048986072	0	-5
626939.PRJNA48505	Phascolarctobacterium succinatutens [ref_mOTU_v2_0947]	-4.40973715510105	0.216358839050132	0.0023560569161744	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5880]	-4.40980287126726	0.348284960422164	0.000252498189687103	0	-5
-	unknown Eubacterium [meta_mOTU_v2_5463]	-4.41191514669378	0.362796833773087	0.000301091932685066	0	-5
997884.PRJNA64823	Bacteroides nordii [ref_mOTU_v2_0302]	-4.41303740330097	0.361477572559367	0.000364188935571448	0	-5
470145.PRJNA20521	Bacteroides coprocola [ref_mOTU_v2_4312]	-4.4163935846495	0.211081794195251	0.00591149607201652	0	-5
-	uncultured Clostridium sp. [meta_mOTU_v2_5907]	-4.42392012865141	0.407651715039578	0.000148359483207276	0	-5
1033732.PRJEA82331	Alistipes senegalensis [ref_mOTU_v2_1594]	-4.42399708656809	0.362796833773087	0.00020857313029361	0	-5
411473.PRJNA18185	Ruminococcus callidus [ref_mOTU_v2_4209]	-4.42736078893018	0.275725593667546	0.00077629375729226	0	-5
511680.PRJNA28999	Butyrivibrio crossotus [ref_mOTU_v2_4383]	-4.42769707648931	0.197889182058047	0.00739570416382899	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6561]	-4.43062067032448	0.325857519788918	0.000411778088020438	0	-5
-	unknown Roseburia [meta_mOTU_v2_7567]	-4.43293586531478	0.295514511873351	0.000669306609110274	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7531]	-4.4358473389252	0.304749340369393	0.000550157745895304	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6885]	-4.43611999395062	0.345646437994723	0.000316782821890704	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7186]	-4.43977871079938	0.354881266490765	0.000238281837372773	0	-5
-	Clostridium sp. CAG:226 [meta_mOTU_v2_7187]	-4.44578107355057	0.25197889182058	0.00129253387802006	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7778]	-4.44823644054256	0.352242744063325	0.000236788275256935	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6013]	-4.448551674422	0.358839050131926	0.00024402264060028	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5513]	-4.44997639987553	0.287598944591029	0.000657150647913947	0	-5
573.PRJNA253300	Klebsiella sp. [ref_mOTU_v2_0160]	-4.45090319000572	0.266490765171504	0.00224928733947758	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6716]	-4.45374760742124	0.328496042216359	0.000328821084474605	0	-5
-	unknown Burkholderiales [meta_mOTU_v2_7434]	-4.45749597787174	0.24802110817942	0.00101080584229432	0	-5
-	unknown Pseudoflavonifractor [meta_mOTU_v2_6108]	-4.45925571976491	0.352242744063325	0.000166496229452553	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_6652]	-4.46258218260951	0.331134564643799	0.000359531815694112	0	-5
-	Clostridium sp. CAG:273 [meta_mOTU_v2_5681]	-4.46704847755646	0.25197889182058	0.000730299464396038	0	-5
411464.PRJNA18161	Desulfovibrio piger [ref_mOTU_v2_4205]	-4.46787964486757	0.253298153034301	0.00051134355437119	0	-5
-	unknown Faecalibacterium [meta_mOTU_v2_7718]	-4.47219061930681	0.269129287598945	0.0015267833590024	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6986]	-4.47252277792894	0.302110817941952	0.000315315073153841	0	-5
762984.PRJNA48509	Bacteroides clarus [ref_mOTU_v2_4945]	-4.47294347338961	0.255936675461741	0.000922698754770444	0	-5
904306.PRJNA53573	Streptococcus vestibularis [ref_mOTU_v2_0198]	-4.47578187621643	0.361477572559367	0.000196186088058499	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6028]	-4.47662972592247	0.328496042216359	0.000376111493821804	0	-5
-	unknown Clostridium [meta_mOTU_v2_6741]	-4.47715576480339	0.315303430079156	0.000287750489469452	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7643]	-4.48061379157211	0.306068601583113	0.000296384129312171	0	-5
-	unknown Eggerthellaceae [meta_mOTU_v2_5373]	-4.48998552510765	0.279683377308707	0.000417187050751547	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6107]	-4.49334415308482	0.307387862796834	0.000209767066802883	0	-5
742823.PRJNA46431	Sutterella wadsworthensis [ref_mOTU_v2_4889]	-4.4934216466432	0.236147757255937	0.000825767921959852	0	-5
1121101.PRJNA170350	Bacteroides salyersiae [ref_mOTU_v2_0458]	-4.49538849602316	0.241424802110818	0.000790778628074053	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6134]	-4.5023417036847	0.226912928759894	0.000988011493804322	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6261]	-4.50260111394868	0.307387862796834	0.000283994906780865	0	-5
-	Clostridium sp. CAG:230 [meta_mOTU_v2_7788]	-4.5044288937589	0.274406332453826	0.000369112178400876	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6575]	-4.50494275687925	0.304749340369393	0.000259889121361858	0	-5
1297617.PRJNA253252	Intestinimonas butyriciproducens [ref_mOTU_v2_2968]	-4.50645820087376	0.349604221635884	0.00014737902677705	0	-5
999413.PRJNA64877	Clostridium innocuum [ref_mOTU_v2_0643]	-4.50996973140324	0.33377308707124	0.000257088661632572	0	-5
518636.PRJNA29263	Clostridium asparagiforme [ref_mOTU_v2_4394]	-4.51195007571511	0.343007915567282	0.000145081790362875	0	-5
1128111.PRJNA80237	Veillonella atypica [ref_mOTU_v2_0561]	-4.51324505702613	0.320580474934037	0.000303771461553449	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7415]	-4.51521680769506	0.317941952506596	0.000153513797159514	0	-5
-	unknown Roseburia [meta_mOTU_v2_5883]	-4.51523519101176	0.237467018469657	0.000558662196173107	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5341]	-4.51569376637027	0.24934036939314	0.000317038671522159	0	-5
1235803.PRJNA176004	Parabacteroides goldsteinii [ref_mOTU_v2_0901]	-4.51967329525255	0.275725593667546	0.000328177704429449	0	-5
1232446.PRJDB536	Erysipelotrichaceae sp. [ref_mOTU_v2_0885]	-4.51978844395745	0.279683377308707	0.000533818007852297	0	-5
-	Clostridium sp. CAG:167 [meta_mOTU_v2_7056]	-4.52038586423547	0.257255936675462	0.000362821851787345	0	-5
428126.PRJNA18925	Clostridium spiroforme [ref_mOTU_v2_4235]	-4.52050802362803	0.299472295514512	0.000200970885418287	0	-5
879309.PRJNA52053	Veillonella sp. [ref_mOTU_v2_5068]	-4.52474897826425	0.321899736147757	0.000197469385641517	0	-5
-	Clostridium sp. AT4 [meta_mOTU_v2_7263]	-4.52625252904213	0.244063324538259	0.00107543963649827	0	-5
1262915.PRJEB798	Phascolarctobacterium sp. [ref_mOTU_v2_2806]	-4.5270079335568	0.186015831134565	0.00161600015794039	0	-5
-	unknown Pasteurellaceae [meta_mOTU_v2_6865]	-4.52739740261674	0.307387862796834	0.000172044198818909	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7061]	-4.53107926755042	0.299472295514512	0.000212893601754541	0	-5
546273.PRJNA30491	Veillonella dispar [ref_mOTU_v2_4469]	-4.53370697797789	0.307387862796834	0.000205709833294651	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5540]	-4.53425813965629	0.24934036939314	0.000551849783563753	0	-5
-	Dialister sp. CAG:357 [meta_mOTU_v2_6815]	-4.53553290247721	0.179419525065963	0.00263640746976406	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7337]	-4.53704489751262	0.340369393139842	0.000134148260292902	0	-5
566552.PRJNA237576	Bifidobacterium catenulatum/kashiwanohense [ref_mOTU_v2_0633]	-4.53781699466438	0.228232189973615	0.00171958879232199	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5412]	-4.53794695893642	0.254617414248021	0.00038554424862654	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5959]	-4.53805944637818	0.230870712401055	0.000703812655326895	0	-5
-	Clostridium sp. CAG:343 [meta_mOTU_v2_6218]	-4.54010141041806	0.188654353562005	0.00241785527651273	0	-5
552398.PRJNA42541	Ruminococcaceae bacterium D16 [ref_mOTU_v2_4480]	-4.54205058203488	0.312664907651715	0.000206413328507216	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7153]	-4.5421189505598	0.274406332453826	0.000212475493391193	0	-5
-	unknown Veillonella [meta_mOTU_v2_5811]	-4.54423375736486	0.295514511873351	0.000288957038403345	0	-5
-	Clostridium sp. CAG:798 [meta_mOTU_v2_6742]	-4.54923954712205	0.168865435356201	0.00274633577142647	0	-5
742733.PRJNA46385	Clostridium citroniae [ref_mOTU_v2_4882]	-4.55141698947688	0.337730870712401	8.22338727742123e-05	0	-5
1122217.PRJNA182392	Megamonas funiformis/rupellensis [ref_mOTU_v2_0502]	-4.5520174076114	0.159630606860158	0.00475908616592491	0	-5
1034345.PRJEA70543	Senegalimassilia anaerobia [ref_mOTU_v2_1606]	-4.55255114665588	0.273087071240106	0.000216692694624813	0	-5
-	Eggerthella sp. CAG:298 [meta_mOTU_v2_5975]	-4.55532756186026	0.269129287598945	0.000265459748966185	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6672]	-4.55594715209346	0.296833773087071	0.000178798217926519	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5362]	-4.55742761476422	0.282321899736148	0.00019128002502435	0	-5
-	unknown Bacteroidales [meta_mOTU_v2_5375]	-4.55958240729693	0.286279683377309	0.000141789917256335	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_7593]	-4.55993966974788	0.307387862796834	0.000129383839596062	0	-5
-	unknown Eggerthellaceae [meta_mOTU_v2_6813]	-4.56456184304655	0.234828496042216	0.000289791367503372	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7682]	-4.56477629526641	0.199208443271768	0.00135575190482228	0	-5
-	unknown Azospirillum [meta_mOTU_v2_6527]	-4.56634566626175	0.199208443271768	0.000975034816297278	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7561]	-4.56801617977373	0.287598944591029	0.000134908649369887	0	-5
-	Azospirillum sp. 51_20 [meta_mOTU_v2_5652]	-4.5712560648132	0.191292875989446	0.000800577997132755	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_7012]	-4.57133450828381	0.205804749340369	0.00112984253482675	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6316]	-4.57541333020679	0.160949868073879	0.00148116278737077	0	-5
500632.PRJNA28659	Tyzzerella nexilis [ref_mOTU_v2_4366]	-4.57575256340297	0.225593667546174	0.000588497981823807	0	-5
742740.PRJNA46399	Clostridium symbiosum [ref_mOTU_v2_1475]	-4.57642194322613	0.284960422163588	0.000207503960262932	0	-5
398513.PRJNA30055	Bifidobacterium bifidum [ref_mOTU_v2_0786]	-4.57690131039266	0.195250659630607	0.00126626409194834	0	-5
-	Prevotella sp. CAG:279 [meta_mOTU_v2_6938]	-4.57861936095109	0.155672823218997	0.00239743596796412	0	-5
-	unknown Sutterellaceae [meta_mOTU_v2_5393]	-4.58204759012141	0.191292875989446	0.000792483118740428	0	-5
-	unknown Bacilli [meta_mOTU_v2_5934]	-4.58385470009297	0.278364116094987	0.00018641032194948	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5661]	-4.58479417978859	0.228232189973615	0.000593018810802479	0	-5
658086.PRJNA39383	Lachnospiraceae bacterium 3_1_57FAA_CT1 [ref_mOTU_v2_0887]	-4.58502087670558	0.283641160949868	0.000180517490712434	0	-5
-	unknown Firmicutes [meta_mOTU_v2_6331]	-4.58978865360639	0.159630606860158	0.00181016441578235	0	-5
1316408.PRJNA196120	Streptococcus sp. HSISM1 [ref_mOTU_v2_0145]	-4.59317047027208	0.288918205804749	0.000100140762091295	0	-5
1414720.PRJEB4942	Clostridium sp. JCC [ref_mOTU_v2_3353]	-4.59380038048079	0.253298153034301	0.000243676808383087	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6629]	-4.59439638985255	0.236147757255937	0.000662961302312955	0	-5
-	Sutterella sp. CAG:351 [meta_mOTU_v2_7305]	-4.59788929581006	0.193931398416887	0.00054247358775081	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5783]	-4.59870402087667	0.200527704485488	0.000440125216082976	0	-5
1077285.PRJNA72171	Bacteroides faecis [ref_mOTU_v2_1706]	-4.59884948979817	0.170184696569921	0.0010131250699846	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5991]	-4.59933317648822	0.241424802110818	0.00024581019131521	0	-5
-	unknown Ruminococcus [meta_mOTU_v2_7275]	-4.6000243062998	0.188654353562005	0.000652552230810188	0	-5
1156433.PRJNA214028	Streptococcus sp. [ref_mOTU_v2_0650]	-4.60015761332748	0.29023746701847	8.5277470241198e-05	0	-5
-	unknown Peptostreptococcaceae [meta_mOTU_v2_6922]	-4.60287456163343	0.258575197889182	0.000168836640822375	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6571]	-4.60401772895623	0.222955145118734	0.000235477444338237	0	-5
-	unknown Firmicutes [meta_mOTU_v2_7746]	-4.6057786714372	0.263852242744063	0.000126925821738744	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7192]	-4.60635220631832	0.218997361477573	0.000289407313102192	0	-5
-	unknown Clostridium [meta_mOTU_v2_5505]	-4.60933243274079	0.204485488126649	0.000462145555267939	0	-5
-	Azospirillum sp. CAG:239 [meta_mOTU_v2_5386]	-4.60966289432076	0.16622691292876	0.00134572617684345	0	-5
-	unknown Clostridium [meta_mOTU_v2_7253]	-4.61143455437666	0.143799472295515	0.00240148267670055	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6044]	-4.61213438594029	0.226912928759894	0.000275812665197379	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6275]	-4.61258967348931	0.228232189973615	0.000212758112348449	0	-5
1232443.PRJDB532	Anaerotruncus colihominis [ref_mOTU_v2_0884]	-4.61685100541157	0.273087071240106	9.33169563056994e-05	0	-5
-	unknown Dialister [meta_mOTU_v2_5337]	-4.61754199246325	0.241424802110818	0.000148271708082693	0	-5
-	unknown Alistipes [meta_mOTU_v2_6070]	-4.61994001284979	0.216358839050132	0.000298135046996844	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6777]	-4.62040549868603	0.267810026385224	0.000109192668253021	0	-5
-	unknown Clostridium [meta_mOTU_v2_7645]	-4.6208476230598	0.155672823218997	0.00140873247907747	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7298]	-4.62264801679133	0.254617414248021	0.000111744993976173	0	-5
-	Staphylococcus sp. CAG:324 [meta_mOTU_v2_7279]	-4.62343934594833	0.16622691292876	0.00135432466294486	0	-5
-	Subdoligranulum sp. CAG:314 [meta_mOTU_v2_6768]	-4.62366377548526	0.182058047493404	0.000669785107605959	0	-5
-	unknown Clostridiaceae [meta_mOTU_v2_5382]	-4.62509123481151	0.228232189973615	0.000194878102779186	0	-5
999419.PRJNA64889	Parabacteroides johnsonii [ref_mOTU_v2_5296]	-4.62968273001936	0.193931398416887	0.000473419537761753	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6751]	-4.63020535772844	0.196569920844327	0.000348411931999243	0	-5
-	unknown Lentisphaerae [meta_mOTU_v2_6979]	-4.63620870625144	0.24802110817942	0.000109417574751281	0	-5
-	Clostridium sp. CAG:492 [meta_mOTU_v2_7568]	-4.63895291279006	0.149076517150396	0.00142288757381182	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5417]	-4.63899362415877	0.234828496042216	0.000133534317194315	0	-5
-	unknown Clostridium [meta_mOTU_v2_6877]	-4.63920980634925	0.175461741424802	0.000575195738599005	0	-5
658655.PRJNA39379	Lachnospiraceae bacterium 1_4_56FAA [ref_mOTU_v2_4723]	-4.64040626332361	0.234828496042216	0.000156530397663901	0	-5
-	unknown Prevotella [meta_mOTU_v2_5555]	-4.6412481237003	0.163588390501319	0.00394930370323315	0	-5
-	Bacteroides sp. CAG:144 [meta_mOTU_v2_7324]	-4.64321074242228	0.172823218997361	0.000408257151285257	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6233]	-4.64462903259385	0.236147757255937	0.000161274148653017	0	-5
1232451.PRJDB530	Hungatella hathewayi [ref_mOTU_v2_0882]	-4.64834472111603	0.240105540897098	0.000186351395549773	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7149]	-4.64997214646263	0.216358839050132	0.000131824368823826	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7440]	-4.65015235339586	0.215039577836412	0.000292487953745898	0	-5
-	Firmicutes bacterium ADurb.Bin467 [meta_mOTU_v2_6414]	-4.65114401523619	0.25197889182058	7.34960202606148e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6371]	-4.65123742998004	0.201846965699208	0.000200095588374355	0	-5
-	unknown Acetobacter [meta_mOTU_v2_6063]	-4.65156446568974	0.151715039577836	0.00117945852496649	0	-5
-	Roseburia sp. CAG:182 [meta_mOTU_v2_6334]	-4.65189509423969	0.201846965699208	0.000343805496917134	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6495]	-4.65730936174865	0.192612137203166	0.000201998114254557	0	-5
-	candidatus Saccharibacteria oral taxon TM7x [meta_mOTU_v2_6803]	-4.65837401806246	0.263852242744063	5.43099284034576e-05	0	-5
-	Staphylococcus sp. CAG:324 [meta_mOTU_v2_6946]	-4.66125471583818	0.162269129287599	0.000978927327646783	0	-5
-	Clostridium sp. CAG:448 [meta_mOTU_v2_7377]	-4.66289580328084	0.175461741424802	0.000299262756808889	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5806]	-4.6684119487739	0.192612137203166	0.000243516135990084	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7769]	-4.66853031370035	0.228232189973615	0.000104711554078704	0	-5
-	Clostridium sp. 27_14 [meta_mOTU_v2_5718]	-4.66910769106194	0.175461741424802	0.000307192350905072	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7781]	-4.67095218677249	0.212401055408971	0.000124966635814904	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7795]	-4.67315445780031	0.180738786279683	0.000211571419146144	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_7652]	-4.67516599041616	0.225593667546174	8.8485123334915e-05	0	-5
-	unknown Prevotella [meta_mOTU_v2_5668]	-4.67539550508273	0.120052770448549	0.00161857501435162	0	-5
411474.PRJNA18187	Coprococcus eutactus [ref_mOTU_v2_4210]	-4.67557665577646	0.131926121372032	0.00103700811919889	0	-5
-	Ruminococcus sp. CAG:177 [meta_mOTU_v2_5453]	-4.67626943265701	0.151715039577836	0.00140867411016295	0	-5
-	unknown Clostridia [meta_mOTU_v2_5309]	-4.67676810000633	0.176781002638522	0.000177398138839664	0	-5
-	Clostridium sp. CAG:288 [meta_mOTU_v2_6160]	-4.67835894543203	0.156992084432718	0.000588380385763821	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7590]	-4.67866593855079	0.211081794195251	0.000125939866793444	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6475]	-4.67913424179884	0.137203166226913	0.00112186525372817	0	-5
1226325.PRJNA173640	Clostridium sp. KLE 1755 [ref_mOTU_v2_0860]	-4.67943259395289	0.217678100263852	0.000160561876501765	0	-5
-	unknown Bacteria [meta_mOTU_v2_6087]	-4.67976750130778	0.134564643799472	0.00140117051918567	0	-5
-	Merdibacter massiliensis [meta_mOTU_v2_6340]	-4.68067050547967	0.187335092348285	0.000169031894291266	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_6789]	-4.68444889229429	0.178100263852243	0.000192869485535991	0	-5
1232452.PRJDB533	Clostridiales bacterium VE202-14 [ref_mOTU_v2_2689]	-4.68657356593361	0.189973614775726	0.000199077986349011	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6686]	-4.68867782358657	0.192612137203166	0.000159571466344952	0	-5
-	unknown Firmicutes [meta_mOTU_v2_7081]	-4.68930966318078	0.229551451187335	6.86237065910221e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6249]	-4.68947964465895	0.192612137203166	0.000282389813383226	0	-5
-	unknown Lactobacillales [meta_mOTU_v2_6288]	-4.69018412653017	0.234828496042216	5.32353233584076e-05	0	-5
-	Clostridium sp. CAG:433 [meta_mOTU_v2_7638]	-4.69038879596648	0.142480211081794	0.000662655924597975	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5466]	-4.6917853591123	0.16754617414248	0.000347782146935894	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5961]	-4.69239014955287	0.138522427440633	0.00179846529719431	0	-5
1002367.PRJNA65131	Prevotella stercorea [ref_mOTU_v2_1551]	-4.69458073835632	0.114775725593668	0.00401808266736305	0	-5
-	Roseburia sp. CAG:303 [meta_mOTU_v2_6722]	-4.69649243087006	0.159630606860158	0.000267676332240358	0	-5
411468.PRJNA18175	Clostridium scindens [ref_mOTU_v2_0883]	-4.69793457712455	0.197889182058047	0.000138920004545872	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7124]	-4.69854955201846	0.176781002638522	0.000167797261062202	0	-5
-	unknown Sutterellaceae [meta_mOTU_v2_7053]	-4.69932500127938	0.147757255936675	0.000468533614365876	0	-5
-	Clostridium sp. CAG:440 [meta_mOTU_v2_5389]	-4.69932819892685	0.127968337730871	0.000821688112865465	0	-5
1507.PRJNA181040	Clostridium sp. ATCC 29733 [ref_mOTU_v2_3613]	-4.69943435909885	0.241424802110818	4.62734330267345e-05	0	-5
272623.PRJNA72	Lactococcus lactis [ref_mOTU_v2_0182]	-4.69972895104121	0.187335092348285	0.000253081114373773	0	-5
1211819.PRJEB187	Holdemania massiliensis [ref_mOTU_v2_2557]	-4.69977300566743	0.218997361477573	6.51069426263752e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5347]	-4.70381839997455	0.16490765171504	0.000298834141503335	0	-5
246201.PRJNA173	Streptococcus mitis [ref_mOTU_v2_0031]	-4.70753904065014	0.225593667546174	4.98468451345004e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7097]	-4.7081648002882	0.160949868073879	0.000190367301049858	0	-5
-	unknown Dehalococcoidales [meta_mOTU_v2_6270]	-4.70854484417871	0.114775725593668	0.00180058242205754	0	-5
1232453.PRJDB537	Clostridiales bacterium VE202-21 [ref_mOTU_v2_2690]	-4.7087563184778	0.228232189973615	4.82500704094153e-05	0	-5
469596.PRJNA46361	Coprobacillus sp. [ref_mOTU_v2_1401]	-4.70949015374803	0.176781002638522	0.000191765636190923	0	-5
-	Lentisphaerae bacterium ADurb.Bin242 [meta_mOTU_v2_6522]	-4.70972588312267	0.174142480211082	0.000132036696614948	0	-5
-	unknown Clostridium [meta_mOTU_v2_7749]	-4.71125992943923	0.117414248021108	0.0011922873784025	0	-5
-	unknown Mogibacterium [meta_mOTU_v2_7750]	-4.71443200431567	0.218997361477573	5.23086151606148e-05	0	-5
717608.PRJEA45855	Clostridium saccharolyticum [ref_mOTU_v2_1380]	-4.71549597388868	0.192612137203166	0.000189035311213945	0	-5
-	unknown Oscillibacter [meta_mOTU_v2_5845]	-4.71771985238911	0.20976253298153	8.08436440083727e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7541]	-4.71848076437066	0.141160949868074	0.000392601552005543	0	-5
717960.PRJNA45917	Faecalitalea cylindroides [ref_mOTU_v2_1470]	-4.7191765329557	0.154353562005277	0.000250020332924	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7600]	-4.72571967824263	0.150395778364116	0.000154757377017348	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5954]	-4.72609158795586	0.184696569920844	6.99087450394968e-05	0	-5
-	unknown Alistipes [meta_mOTU_v2_5423]	-4.73015914422166	0.110817941952507	0.00121413461757197	0	-5
411467.PRJNA18173	Pseudoflavonifractor capillosus [ref_mOTU_v2_4206]	-4.73160728505834	0.20844327176781	4.48402962909434e-05	0	-5
562983.PRJNA38783	Gemella sanguinis [ref_mOTU_v2_1151]	-4.73311423459518	0.20844327176781	4.16022246856315e-05	0	-5
-	unknown Clostridium [meta_mOTU_v2_7721]	-4.73425227586812	0.141160949868074	0.000301322304784336	0	-5
-	unknown Akkermansia [meta_mOTU_v2_7059]	-4.73431187156802	0.121372031662269	0.00110016119029811	0	-5
-	Clostridium sp. CAG:288 [meta_mOTU_v2_5776]	-4.73636248354477	0.118733509234828	0.000756539209982526	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5442]	-4.7366970579475	0.171503957783641	9.22921412839815e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7800]	-4.73824370806955	0.153034300791557	0.000402149062088436	0	-5
-	unknown Clostridium [meta_mOTU_v2_6816]	-4.73941042598267	0.127968337730871	0.000299538057067802	0	-5
-	Oscillibacter sp. CAG:155 [meta_mOTU_v2_5868]	-4.73974105953385	0.187335092348285	8.11559718401536e-05	0	-5
889204.PRJNA158721	Streptococcus infantis/mitis [ref_mOTU_v2_0683]	-4.73977682453814	0.205804749340369	4.10291311448026e-05	0	-5
388919.PRJNA13942	Streptococcus sanguinis [ref_mOTU_v2_0279]	-4.74004509676196	0.196569920844327	5.07673961817843e-05	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6022]	-4.74064490419288	0.168865435356201	8.06345994049295e-05	0	-5
638301.PRJNA37271	Granulicatella adiacens [ref_mOTU_v2_4659]	-4.74090186597258	0.199208443271768	4.22670664072716e-05	0	-5
-	unknown Prevotella [meta_mOTU_v2_6516]	-4.74345132273952	0.118733509234828	0.0034623793937306	0	-5
-	unknown Firmicutes [meta_mOTU_v2_6711]	-4.74403198365616	0.109498680738786	0.00101266301722907	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5641]	-4.74526961829739	0.145118733509235	0.00023383765850725	0	-5
547042.PRJNA30371	Bacteroides coprophilus [ref_mOTU_v2_4472]	-4.74646014806959	0.102902374670185	0.00152563212576408	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7138]	-4.74700312518008	0.145118733509235	0.000151152976823837	0	-5
